iteration	auc_null
182	0.42764857881136953
183	0.603359173126615
184	0.48578811369509045
185	0.4509043927648579
186	0.603359173126615
187	0.5749354005167958
188	0.3850129198966409
189	0.6162790697674418
190	0.3901808785529716
191	0.5581395348837209
192	0.3682170542635659
193	0.3333333333333333
194	0.42764857881136953
195	0.2958656330749354
196	0.5801033591731267
197	0.42764857881136953
198	0.3914728682170543
199	0.47286821705426363
200	0.5103359173126615
201	0.6614987080103358
202	0.39276485788113696
203	0.41860465116279066
204	0.44832041343669254
205	0.5129198966408269
206	0.5335917312661499
207	0.227390180878553
208	0.682170542635659
209	0.4043927648578811
210	0.4780361757105943
211	0.5335917312661499
212	0.5478036175710594
213	0.520671834625323
214	0.6614987080103358
215	0.4186046511627907
216	0.47416020671834624
217	0.4147286821705427
218	0.661498708010336
219	0.5671834625322998
220	0.7105943152454781
221	0.6046511627906976
222	0.5439276485788114
223	0.2906976744186046
224	0.6614987080103358
225	0.4198966408268734
226	0.6007751937984497
227	0.4457364341085272
228	0.4844961240310077
229	0.3914728682170543
230	0.5607235142118863
231	0.4664082687338501
232	0.4069767441860465
233	0.5775193798449612
234	0.47932816537467704
235	0.6149870801033592
236	0.5865633074935401
237	0.5594315245478035
238	0.5090439276485789
239	0.4987080103359173
240	0.6744186046511628
241	0.607235142118863
242	0.5917312661498708
243	0.42764857881136953
244	0.6020671834625324
245	0.29844961240310075
246	0.434108527131783
247	0.41343669250646
248	0.5529715762273901
249	0.43927648578811374
250	0.5775193798449612
251	0.6020671834625324
252	0.43927648578811374
253	0.4005167958656331
254	0.6834625322997416
255	0.3992248062015504
256	0.3914728682170543
257	0.35529715762273906
258	0.5012919896640826
259	0.5090439276485789
260	0.49612403100775193
261	0.48578811369509045
262	0.569767441860465
263	0.22480620155038764
264	0.43540051679586567
265	0.5206718346253231
266	0.6124031007751938
267	0.6136950904392764
268	0.437984496124031
269	0.5284237726098191
270	0.4987080103359173
271	0.46382428940568476
272	0.42894056847545226
273	0.6524547803617571
274	0.5801033591731266
275	0.5193798449612403
276	0.4418604651162791
277	0.5090439276485789
278	0.5439276485788114
279	0.565891472868217
280	0.5490956072351422
281	0.6382428940568475
282	0.5956072351421189
283	0.496124031007752
284	0.7558139534883721
285	0.5206718346253231
286	0.41343669250646
287	0.4392764857881137
288	0.5180878552971576
289	0.5710594315245479
290	0.44056847545219646
291	0.45090439276485794
292	0.5142118863049095
293	0.39276485788113696
294	0.5232558139534883
295	0.4625322997416021
296	0.5671834625322998
297	0.6253229974160206
298	0.5142118863049097
299	0.5025839793281655
300	0.4573643410852713
301	0.6214470284237726
302	0.5387596899224806
303	0.5568475452196382
304	0.6369509043927649
305	0.5439276485788115
306	0.5981912144702843
307	0.37855297157622747
308	0.5710594315245479
309	0.43281653746770027
310	0.5581395348837208
311	0.5064599483204135
312	0.6124031007751938
313	0.524547803617571
314	0.49483204134366926
315	0.42248062015503873
316	0.7506459948320413
317	0.26356589147286824
318	0.49095607235142125
319	0.4108527131782946
320	0.4844961240310078
321	0.4844961240310077
322	0.47545219638242897
323	0.4560723514211887
324	0.6511627906976745
325	0.5335917312661499
326	0.6098191214470285
327	0.5878552971576229
328	0.5943152454780363
329	0.3914728682170543
330	0.6214470284237726
331	0.47674418604651164
332	0.3901808785529716
333	0.5891472868217054
334	0.5956072351421189
335	0.36434108527131787
336	0.3204134366925065
337	0.6692506459948321
338	0.46124031007751937
339	0.4031007751937985
340	0.3785529715762274
341	0.39405684754521964
342	0.39922480620155043
343	0.516795865633075
344	0.5555555555555556
345	0.5697674418604651
346	0.6007751937984497
347	0.46640826873385016
348	0.48062015503875966
349	0.33204134366925064
350	0.3682170542635659
351	0.43410852713178294
352	0.5206718346253231
353	0.5452196382428941
354	0.5633074935400517
355	0.5077519379844961
356	0.4806201550387597
357	0.748062015503876
358	0.5968992248062016
359	0.43927648578811374
360	0.35012919896640826
361	0.3294573643410853
362	0.537467700258398
363	0.5555555555555556
364	0.37726098191214474
365	0.41731266149870805
366	0.5968992248062015
367	0.45090439276485794
368	0.541343669250646
369	0.7093023255813953
370	0.5142118863049095
371	0.4715762273901809
372	0.5348837209302325
373	0.4043927648578811
374	0.48837209302325585
375	0.5284237726098191
376	0.554263565891473
377	0.4651162790697675
378	0.5633074935400517
379	0.5038759689922481
380	0.5684754521963825
381	0.43540051679586567
382	0.5284237726098192
383	0.4198966408268734
384	0.5671834625322998
385	0.35658914728682173
386	0.43410852713178294
387	0.3204134366925065
388	0.42764857881136953
389	0.4082687338501293
390	0.5607235142118863
391	0.3695090439276486
392	0.3488372093023256
393	0.3914728682170543
394	0.5658914728682171
395	0.6059431524547805
396	0.43540051679586567
397	0.624031007751938
398	0.44573643410852715
399	0.41214470284237725
400	0.4496124031007752
401	0.4043927648578811
402	0.5568475452196382
403	0.648578811369509
404	0.5555555555555555
405	0.6175710594315246
406	0.4625322997416021
407	0.5568475452196382
408	0.5671834625322998
409	0.6886304909560723
410	0.3359173126614987
411	0.6020671834625323
412	0.36434108527131787
413	0.49224806201550386
414	0.5051679586563307
415	0.5322997416020672
416	0.4715762273901809
417	0.6304909560723515
418	0.5077519379844961
419	0.3682170542635659
420	0.40568475452196384
421	0.6705426356589147
422	0.5671834625322998
423	0.6459948320413438
424	0.4806201550387597
425	0.6498708010335917
426	0.4405684754521964
427	0.40956072351421186
428	0.4832041343669251
429	0.2906976744186046
430	0.48578811369509045
431	0.40051679586563316
432	0.4715762273901809
433	0.4315245478036176
434	0.4496124031007752
435	0.4625322997416021
436	0.15503875968992248
437	0.7260981912144703
438	0.6175710594315246
439	0.4625322997416021
440	0.3294573643410853
441	0.39793281653746776
442	0.46124031007751937
443	0.3682170542635659
444	0.3914728682170543
445	0.437984496124031
446	0.42635658914728686
447	0.6072351421188631
448	0.748062015503876
449	0.4689922480620155
450	0.49741602067183466
451	0.4366925064599483
452	0.3333333333333333
453	0.5116279069767442
454	0.6059431524547805
455	0.5594315245478036
456	0.5981912144702842
457	0.5826873385012921
458	0.6020671834625323
459	0.6124031007751939
460	0.392764857881137
461	0.45090439276485794
462	0.4496124031007752
463	0.46770025839793283
464	0.4612403100775194
465	0.5439276485788115
466	0.5167958656330749
467	0.569767441860465
468	0.5956072351421189
469	0.42118863049095606
470	0.5077519379844961
471	0.3217054263565892
472	0.5335917312661499
473	0.4043927648578811
474	0.5762273901808785
475	0.18992248062015504
476	0.40697674418604657
477	0.43798449612403106
478	0.6459948320413437
479	0.47674418604651164
480	0.46382428940568476
481	0.4444444444444444
482	0.5271317829457365
483	0.6770025839793281
484	0.5801033591731266
485	0.5090439276485788
486	0.3992248062015504
487	0.3333333333333333
488	0.4974160206718346
489	0.4005167958656331
490	0.6266149870801033
491	0.4031007751937985
492	0.5490956072351422
493	0.4819121447028424
494	0.4470284237726098
495	0.6447028423772609
496	0.4935400516795866
497	0.5180878552971577
498	0.47932816537467704
499	0.5465116279069768
500	0.5413436692506461
501	0.4987080103359173
502	0.5310077519379844
503	0.2971576227390181
504	0.640826873385013
505	0.5607235142118863
506	0.4625322997416021
507	0.5762273901808785
508	0.4987080103359173
509	0.3914728682170543
510	0.6149870801033592
511	0.40568475452196384
512	0.47932816537467704
513	0.7713178294573644
514	0.5374677002583979
515	0.49741602067183466
516	0.6550387596899225
517	0.5077519379844961
518	0.5775193798449612
519	0.5012919896640826
520	0.3914728682170543
521	0.5271317829457365
522	0.6291989664082687
523	0.4625322997416021
524	0.5465116279069768
525	0.4160206718346253
526	0.6020671834625323
527	0.8010335917312661
528	0.3682170542635659
529	0.43669250645994834
530	0.5555555555555556
531	0.545219638242894
532	0.5374677002583981
533	0.43540051679586567
534	0.42764857881136953
535	0.545219638242894
536	0.6873385012919897
537	0.5374677002583979
538	0.6421188630490956
539	0.5749354005167959
540	0.5193798449612403
541	0.372093023255814
542	0.37209302325581395
543	0.5658914728682171
544	0.5839793281653747
545	0.46640826873385016
546	0.4844961240310077
547	0.5116279069767442
548	0.5516795865633075
549	0.33591731266149866
550	0.5981912144702842
551	0.4328165374677002
552	0.5516795865633075
553	0.5180878552971576
554	0.47028423772609823
555	0.36434108527131787
556	0.7041343669250646
557	0.5852713178294573
558	0.6317829457364341
559	0.5956072351421189
560	0.4366925064599484
561	0.5400516795865633
562	0.49483204134366926
563	0.6046511627906976
564	0.5077519379844961
565	0.5335917312661498
566	0.6692506459948321
567	0.5335917312661499
568	0.6640826873385013
569	0.43410852713178294
570	0.5284237726098191
571	0.5155038759689923
572	0.6524547803617571
573	0.5801033591731266
574	0.31266149870801035
575	0.4043927648578811
576	0.40310077519379844
577	0.5193798449612403
578	0.5374677002583979
579	0.6485788113695091
580	0.2971576227390181
581	0.5555555555555556
582	0.6330749354005168
583	0.5503875968992249
584	0.4496124031007752
585	0.5490956072351421
586	0.5852713178294573
587	0.5542635658914729
588	0.6188630490956073
589	0.3695090439276486
590	0.6059431524547805
591	0.5387596899224806
592	0.6304909560723514
593	0.6343669250645995
594	0.5180878552971576
595	0.5852713178294573
596	0.6472868217054264
597	0.3191214470284238
598	0.46124031007751937
599	0.3914728682170543
600	0.7041343669250646
601	0.33720930232558144
602	0.5219638242894057
603	0.3695090439276486
604	0.6925064599483204
605	0.4470284237726098
606	0.5077519379844961
607	0.36692506459948326
608	0.5206718346253231
609	0.5167958656330749
610	0.43927648578811374
611	0.599483204134367
612	0.6098191214470284
613	0.5852713178294574
614	0.3850129198966408
615	0.33204134366925064
616	0.44444444444444453
617	0.6498708010335916
618	0.4715762273901809
619	0.5335917312661499
620	0.4987080103359173
621	0.5581395348837208
622	0.5994832041343668
623	0.42118863049095606
624	0.4870801033591732
625	0.6007751937984496
626	0.5452196382428941
627	0.4457364341085272
628	0.5439276485788114
629	0.5297157622739017
630	0.5478036175710594
631	0.49870801033591733
632	0.4844961240310078
633	0.48578811369509045
634	0.40568475452196384
635	0.47028423772609823
636	0.40826873385012924
637	0.3837209302325581
638	0.6214470284237726
639	0.67312661498708
640	0.7183462532299741
641	0.4715762273901809
642	0.5956072351421189
643	0.5930232558139534
644	0.4366925064599484
645	0.5891472868217054
646	0.4599483204134367
647	0.3682170542635659
648	0.4069767441860465
649	0.6007751937984497
650	0.5271317829457365
651	0.5943152454780362
652	0.5917312661498708
653	0.5193798449612403
654	0.4069767441860465
655	0.37209302325581395
656	0.4457364341085272
657	0.7377260981912145
658	0.5322997416020673
659	0.42635658914728686
660	0.611111111111111
661	0.5555555555555556
662	0.5788113695090439
663	0.5581395348837209
664	0.6886304909560723
665	0.6434108527131783
666	0.5284237726098191
667	0.5478036175710594
668	0.5426356589147288
669	0.6770025839793282
670	0.6188630490956073
671	0.5310077519379846
672	0.6291989664082688
673	0.2971576227390181
674	0.4689922480620155
675	0.4935400516795866
676	0.6886304909560723
677	0.5891472868217055
678	0.5142118863049095
679	0.5930232558139534
680	0.42506459948320413
681	0.3746770025839793
682	0.5749354005167958
683	0.2842377260981912
684	0.5116279069767442
685	0.42248062015503873
686	0.5155038759689922
687	0.5180878552971576
688	0.5038759689922481
689	0.35012919896640826
690	0.4689922480620155
691	0.5968992248062015
692	0.648578811369509
693	0.5891472868217055
694	0.45994832041343675
695	0.4392764857881137
696	0.33720930232558144
697	0.39276485788113696
698	0.5839793281653747
699	0.5878552971576227
700	0.5206718346253231
701	0.6408268733850129
702	0.5555555555555556
703	0.6085271317829457
704	0.5232558139534884
705	0.6072351421188631
706	0.3410852713178295
707	0.5310077519379844
708	0.4625322997416021
709	0.5516795865633075
710	0.3850129198966408
711	0.599483204134367
712	0.5051679586563307
713	0.5607235142118864
714	0.46124031007751937
715	0.4883720930232558
716	0.3785529715762274
717	0.5749354005167958
718	0.3979328165374677
719	0.5310077519379844
720	0.4625322997416021
721	0.4844961240310077
722	0.40697674418604657
723	0.6085271317829458
724	0.6576227390180878
725	0.5852713178294574
726	0.5852713178294574
727	0.43798449612403106
728	0.5271317829457365
729	0.2622739018087855
730	0.5503875968992248
731	0.36304909560723514
732	0.5878552971576227
733	0.47932816537467704
734	0.6770025839793282
735	0.39276485788113696
736	0.49741602067183466
737	0.648578811369509
738	0.7609819121447028
739	0.35658914728682173
740	0.4625322997416021
741	0.40697674418604657
742	0.3733850129198967
743	0.6124031007751938
744	0.4625322997416021
745	0.43669250645994834
746	0.47674418604651164
747	0.47932816537467704
748	0.42764857881136953
749	0.41989664082687345
750	0.5478036175710594
751	0.42894056847545226
752	0.19121447028423771
753	0.4224806201550388
754	0.5723514211886306
755	0.3682170542635659
756	0.4948320413436692
757	0.48578811369509045
758	0.5167958656330749
759	0.6304909560723514
760	0.5968992248062015
761	0.4444444444444445
762	0.5736434108527131
763	0.67312661498708
764	0.47674418604651164
765	0.5310077519379846
766	0.6162790697674418
767	0.49870801033591733
768	0.4405684754521964
769	0.46382428940568476
770	0.3333333333333333
771	0.3204134366925065
772	0.6007751937984496
773	0.5801033591731266
774	0.40568475452196384
775	0.4948320413436692
776	0.5568475452196382
777	0.2958656330749354
778	0.3850129198966408
779	0.6705426356589148
780	0.22609819121447028
781	0.4328165374677002
782	0.5878552971576227
783	0.751937984496124
784	0.2609819121447028
785	0.47932816537467704
786	0.5852713178294574
787	0.3682170542635659
788	0.48578811369509045
789	0.4082687338501293
790	0.627906976744186
791	0.5529715762273902
792	0.5025839793281655
793	0.6007751937984497
794	0.6020671834625322
795	0.4496124031007752
796	0.5788113695090439
797	0.4987080103359173
798	0.5051679586563307
799	0.5387596899224806
800	0.36304909560723514
801	0.5051679586563307
802	0.2906976744186046
803	0.6085271317829457
804	0.6291989664082687
805	0.4043927648578811
806	0.3875968992248062
807	0.6007751937984496
808	0.39018087855297157
809	0.4625322997416021
810	0.3333333333333333
811	0.6175710594315246
812	0.6563307493540051
813	0.42764857881136953
814	0.40051679586563316
815	0.6602067183462532
816	0.8036175710594315
817	0.5529715762273901
818	0.2842377260981912
819	0.49741602067183466
820	0.578811369509044
821	0.43927648578811374
822	0.5452196382428941
823	0.2971576227390181
824	0.27777777777777773
825	0.520671834625323
826	0.4896640826873386
827	0.5038759689922481
828	0.6188630490956072
829	0.5607235142118863
830	0.45994832041343675
831	0.5012919896640826
832	0.5555555555555556
833	0.4043927648578811
834	0.35529715762273906
835	0.6550387596899225
836	0.36175710594315247
837	0.5348837209302326
838	0.46124031007751937
839	0.2971576227390181
840	0.7118863049095607
841	0.6317829457364341
842	0.7299741602067182
843	0.5930232558139534
844	0.5025839793281653
845	0.6059431524547803
846	0.49870801033591733
847	0.5490956072351422
848	0.5038759689922481
849	0.5633074935400517
850	0.5568475452196382
851	0.5142118863049097
852	0.49741602067183466
853	0.6201550387596899
854	0.3333333333333333
855	0.6188630490956072
856	0.5594315245478036
857	0.6459948320413438
858	0.5762273901808785
859	0.40310077519379844
860	0.6408268733850129
861	0.4018087855297158
862	0.2971576227390181
863	0.4883720930232558
864	0.3850129198966408
865	0.4043927648578811
866	0.6253229974160205
867	0.35529715762273906
868	0.42764857881136953
869	0.42764857881136953
870	0.5671834625322998
871	0.35529715762273906
872	0.6537467700258398
873	0.6899224806201549
874	0.3682170542635659
875	0.45478036175710596
876	0.33333333333333337
877	0.38372093023255816
878	0.5917312661498708
879	0.640826873385013
880	0.3682170542635659
881	0.4496124031007752
882	0.42635658914728686
883	0.4728682170542636
884	0.5348837209302325
885	0.4560723514211886
886	0.6537467700258398
887	0.46253229974160204
888	0.6317829457364341
889	0.49483204134366926
890	0.6317829457364341
891	0.39018087855297157
892	0.4315245478036176
893	0.37209302325581406
894	0.3397932816537468
895	0.5271317829457365
896	0.37855297157622747
897	0.375968992248062
898	0.5852713178294573
899	0.5271317829457365
900	0.5361757105943152
901	0.35658914728682173
902	0.6188630490956073
903	0.46124031007751937
904	0.6627906976744187
905	0.3850129198966408
906	0.36692506459948326
907	0.38372093023255816
908	0.5503875968992248
909	0.7235142118863049
910	0.5297157622739017
911	0.47545219638242897
912	0.43669250645994834
913	0.4250645994832042
914	0.661498708010336
915	0.6330749354005167
916	0.40310077519379844
917	0.5206718346253231
918	0.42118863049095606
919	0.5103359173126615
920	0.5943152454780363
921	0.47674418604651164
922	0.36692506459948326
923	0.5
924	0.42248062015503873
925	0.5206718346253231
926	0.8023255813953489
927	0.2622739018087855
928	0.5762273901808785
929	0.5594315245478036
930	0.40568475452196384
931	0.6020671834625323
932	0.5452196382428941
933	0.4405684754521964
934	0.3397932816537468
935	0.5710594315245479
936	0.45090439276485794
937	0.39018087855297157
938	0.5981912144702843
939	0.48578811369509045
940	0.41343669250646
941	0.2622739018087855
942	0.5271317829457365
943	0.603359173126615
944	0.4754521963824289
945	0.49741602067183466
946	0.3785529715762274
947	0.5
948	0.661498708010336
949	0.49870801033591733
950	0.3204134366925065
951	0.45090439276485794
952	0.7713178294573644
953	0.5762273901808785
954	0.3578811369509044
955	0.2609819121447029
956	0.36175710594315247
957	0.4599483204134367
958	0.35529715762273906
959	0.5310077519379844
960	0.2971576227390181
961	0.3914728682170543
962	0.6524547803617572
963	0.5077519379844961
964	0.6175710594315246
965	0.37726098191214474
966	0.5439276485788114
967	0.45090439276485794
968	0.6098191214470283
969	0.5723514211886305
970	0.42894056847545226
971	0.42118863049095606
972	0.5943152454780362
973	0.3333333333333333
974	0.6963824289405685
975	0.5736434108527132
976	0.5568475452196382
977	0.43410852713178294
978	0.4987080103359173
979	0.46770025839793283
980	0.5956072351421189
981	0.33462532299741604
982	0.6524547803617571
983	0.43023255813953487
984	0.5284237726098191
985	0.6214470284237726
986	0.627906976744186
987	0.47932816537467704
988	0.3914728682170543
989	0.4715762273901809
990	0.5503875968992248
991	0.3914728682170543
992	0.36175710594315247
993	0.5051679586563307
994	0.4599483204134367
995	0.3914728682170543
996	0.42118863049095606
997	0.458656330749354
998	0.6447028423772609
999	0.4896640826873385
1000	0.6227390180878553
